sp|Q74EE6|Y1016_GEOSL	K07085
tr|Q74EB9|Q74EB9_GEOSL	K03426
tr|Q74CW6|Q74CW6_GEOSL	K13587
tr|Q74G04|Q74G04_GEOSL
tr|Q749Q7|Q749Q7_GEOSL	K01992
tr|Q74DI9|Q74DI9_GEOSL	K00547
tr|Q74E64|Q74E64_GEOSL
tr|Q74EC6|Q74EC6_GEOSL
tr|Q74E13|Q74E13_GEOSL	K03478
tr|I7FKB7|I7FKB7_GEOSL
tr|Q746T5|Q746T5_GEOSL	K00339
tr|Q74G89|Q74G89_GEOSL	K02572
tr|Q748R8|Q748R8_GEOSL	K02636
tr|Q3V8D2|Q3V8D2_GEOSL	K02419
tr|Q748J8|Q748J8_GEOSL
tr|I7FII1|I7FII1_GEOSL
tr|Q74H72|Q74H72_GEOSL
tr|Q747X0|Q747X0_GEOSL
tr|Q747P3|Q747P3_GEOSL
tr|Q747S3|Q747S3_GEOSL	K13993
tr|I7EEZ1|I7EEZ1_GEOSL
tr|Q74GW8|Q74GW8_GEOSL
tr|Q74GR1|Q74GR1_GEOSL
tr|Q74F68|Q74F68_GEOSL	K12140
tr|Q74DC7|Q74DC7_GEOSL	K19126
tr|Q74AB2|Q74AB2_GEOSL
tr|Q74ED5|Q74ED5_GEOSL	K12251
tr|Q74FZ9|Q74FZ9_GEOSL	K11783
tr|Q74CY0|Q74CY0_GEOSL	K07491
tr|Q74D37|Q74D37_GEOSL	K12340
tr|Q74A94|Q74A94_GEOSL
tr|I7EF69|I7EF69_GEOSL
tr|Q74EP4|Q74EP4_GEOSL	K00789
tr|Q74GL6|Q74GL6_GEOSL	K02669
tr|Q74E82|Q74E82_GEOSL
tr|Q74DS5|Q74DS5_GEOSL
tr|Q74GF9|Q74GF9_GEOSL
tr|Q748T8|Q748T8_GEOSL
tr|Q749V1|Q749V1_GEOSL
tr|Q74BE9|Q74BE9_GEOSL
tr|Q74CQ3|Q74CQ3_GEOSL
tr|Q747B6|Q747B6_GEOSL
tr|Q74H25|Q74H25_GEOSL
tr|Q74A05|Q74A05_GEOSL
tr|Q74B66|Q74B66_GEOSL
tr|Q74GR8|Q74GR8_GEOSL	K03824
tr|Q74E70|Q74E70_GEOSL
tr|Q74CK3|Q74CK3_GEOSL
tr|Q74B83|Q74B83_GEOSL	K09882
tr|Q74EI7|Q74EI7_GEOSL	K06907
tr|Q74AE9|Q74AE9_GEOSL
tr|Q74G84|Q74G84_GEOSL	K03722
tr|Q74EW4|Q74EW4_GEOSL
tr|Q74FC7|Q74FC7_GEOSL
tr|Q74DK0|Q74DK0_GEOSL
tr|Q747J7|Q747J7_GEOSL	K04759
tr|Q74AE7|Q74AE7_GEOSL	K03769
tr|Q74DX6|Q74DX6_GEOSL	K03799
tr|Q74CA0|Q74CA0_GEOSL	K09811
tr|Q746V7|Q746V7_GEOSL	K03657
tr|Q74EY2|Q74EY2_GEOSL
tr|Q74B07|Q74B07_GEOSL
tr|Q74G13|Q74G13_GEOSL	K03179
tr|Q74EF6|Q74EF6_GEOSL
tr|Q749N9|Q749N9_GEOSL	K03750
tr|Q74B56|Q74B56_GEOSL	K02398
tr|Q74EH5|Q74EH5_GEOSL
tr|Q74GI1|Q74GI1_GEOSL	K24180
tr|Q74EQ3|Q74EQ3_GEOSL
tr|Q74EI4|Q74EI4_GEOSL
tr|Q74E18|Q74E18_GEOSL
tr|Q74AN0|Q74AN0_GEOSL
tr|Q74EZ0|Q74EZ0_GEOSL
tr|Q749P7|Q749P7_GEOSL	K18139
tr|Q748F7|Q748F7_GEOSL	K02398
tr|Q74E14|Q74E14_GEOSL
tr|Q74AM5|Q74AM5_GEOSL	K06954
tr|Q74GK1|Q74GK1_GEOSL
tr|I7EP78|I7EP78_GEOSL
tr|Q746T3|Q746T3_GEOSL
tr|Q749V2|Q749V2_GEOSL
tr|Q74GX8|Q74GX8_GEOSL
tr|Q74DC5|Q74DC5_GEOSL
tr|Q74FS1|Q74FS1_GEOSL	K01738
tr|Q74CX7|Q74CX7_GEOSL
tr|Q74CH3|Q74CH3_GEOSL	K00029
tr|Q74FW1|Q74FW1_GEOSL
tr|Q747R9|Q747R9_GEOSL	K03406
tr|Q74CI0|Q74CI0_GEOSL	K00003
tr|Q749G1|Q749G1_GEOSL	K18138
tr|Q74A12|Q74A12_GEOSL	K03406
tr|Q74D49|Q74D49_GEOSL	K00177
tr|Q748E3|Q748E3_GEOSL	K06045
tr|Q74GZ0|Q74GZ0_GEOSL
tr|Q74B89|Q74B89_GEOSL
tr|Q74C74|Q74C74_GEOSL	K06925
tr|I7EPF8|I7EPF8_GEOSL	K03536
tr|Q747I3|Q747I3_GEOSL
tr|Q749Z9|Q749Z9_GEOSL
tr|Q74EU3|Q74EU3_GEOSL	K02221
tr|Q74CV3|Q74CV3_GEOSL	K09981
tr|Q74FX0|Q74FX0_GEOSL	K06131
tr|Q74H44|Q74H44_GEOSL
tr|Q74D42|Q74D42_GEOSL	K03744
tr|Q74DY1|Q74DY1_GEOSL	K08682
tr|Q74G94|Q74G94_GEOSL	K11065
tr|Q74FI1|Q74FI1_GEOSL	K02377
tr|Q74BJ4|Q74BJ4_GEOSL
tr|Q74EI8|Q74EI8_GEOSL
tr|Q74EX7|Q74EX7_GEOSL
tr|Q749Q8|Q749Q8_GEOSL
tr|Q74GQ5|Q74GQ5_GEOSL	K03704
tr|Q74EU5|Q74EU5_GEOSL	K09131
tr|Q74CI7|Q74CI7_GEOSL	K01493
tr|Q747A9|Q747A9_GEOSL
tr|Q74CZ1|Q74CZ1_GEOSL
tr|Q74BX9|Q74BX9_GEOSL	K02067
tr|Q749G9|Q749G9_GEOSL
tr|Q747U2|Q747U2_GEOSL	K11900
tr|Q746U5|Q746U5_GEOSL	K00615
tr|Q74GK8|Q74GK8_GEOSL
tr|Q74BB7|Q74BB7_GEOSL	K12057
tr|Q746S6|Q746S6_GEOSL
tr|Q74AH5|Q74AH5_GEOSL	K01609
tr|Q749J9|Q749J9_GEOSL	K08906
tr|Q748W8|Q748W8_GEOSL
tr|Q74FH4|Q74FH4_GEOSL
tr|Q74EP3|Q74EP3_GEOSL
tr|Q74AK0|Q74AK0_GEOSL	K19333
tr|Q74B51|Q74B51_GEOSL
tr|Q74AN5|Q74AN5_GEOSL
tr|Q748S8|Q748S8_GEOSL	K01776
tr|Q746X2|Q746X2_GEOSL	K05799
tr|Q74EI6|Q74EI6_GEOSL
tr|Q747T3|Q747T3_GEOSL
tr|Q74EZ7|Q74EZ7_GEOSL	K13598
tr|Q74GG1|Q74GG1_GEOSL	K04485
tr|Q747D3|Q747D3_GEOSL
tr|Q74GW0|Q74GW0_GEOSL	K00784
tr|Q74DK9|Q74DK9_GEOSL	K02217
tr|Q74DQ4|Q74DQ4_GEOSL	K02003
tr|Q74GR0|Q74GR0_GEOSL
tr|Q74CB4|Q74CB4_GEOSL
tr|Q74CP1|Q74CP1_GEOSL	K01756
tr|Q747L5|Q747L5_GEOSL	K00970
tr|Q74FY6|Q74FY6_GEOSL	K00428
tr|Q74BH4|Q74BH4_GEOSL	K07478
tr|Q74DM9|Q74DM9_GEOSL
tr|Q74BF1|Q74BF1_GEOSL	K03770
tr|Q74GP0|Q74GP0_GEOSL	K07238
tr|Q74D38|Q74D38_GEOSL	K03543
tr|Q74E43|Q74E43_GEOSL	K07137
tr|Q74AG8|Q74AG8_GEOSL
tr|Q747J6|Q747J6_GEOSL	K04758
tr|Q74GB6|Q74GB6_GEOSL	K02452
tr|Q747J1|Q747J1_GEOSL
tr|Q74EF3|Q74EF3_GEOSL	K03665
tr|Q74AC1|Q74AC1_GEOSL
tr|Q74CR2|Q74CR2_GEOSL	K07799
tr|Q74CX3|Q74CX3_GEOSL
tr|Q74GP3|Q74GP3_GEOSL	K07141
tr|Q74CM1|Q74CM1_GEOSL
tr|Q74FD4|Q74FD4_GEOSL
tr|Q74CW5|Q74CW5_GEOSL
tr|Q74GK9|Q74GK9_GEOSL
tr|Q747T1|Q747T1_GEOSL
tr|Q74GM2|Q74GM2_GEOSL
tr|Q74AG2|Q74AG2_GEOSL	K02004
tr|Q746Y4|Q746Y4_GEOSL	K06132
tr|Q74GM4|Q74GM4_GEOSL	K02275
tr|Q74BT9|Q74BT9_GEOSL
tr|Q74FB6|Q74FB6_GEOSL
tr|Q74AY3|Q74AY3_GEOSL
tr|Q74A04|Q74A04_GEOSL
tr|Q747B3|Q747B3_GEOSL	K01515
tr|Q748M8|Q748M8_GEOSL
tr|Q74E71|Q74E71_GEOSL
tr|Q74AJ0|Q74AJ0_GEOSL	K01809
tr|Q747R3|Q747R3_GEOSL	K03634
tr|Q74CR4|Q74CR4_GEOSL
tr|Q74B95|Q74B95_GEOSL
tr|Q74F56|Q74F56_GEOSL
tr|Q74H56|Q74H56_GEOSL
tr|Q74D12|Q74D12_GEOSL
tr|Q74C95|Q74C95_GEOSL
tr|Q74ED6|Q74ED6_GEOSL
tr|Q747L1|Q747L1_GEOSL	K16881
tr|Q748R0|Q748R0_GEOSL	K21900
tr|Q74B13|Q74B13_GEOSL	K00164
tr|Q74A11|Q74A11_GEOSL
tr|Q74DQ1|Q74DQ1_GEOSL
tr|Q74EL4|Q74EL4_GEOSL	K02004
tr|Q74FW7|Q74FW7_GEOSL	K09931
tr|Q747X4|Q747X4_GEOSL
tr|Q74AF8|Q74AF8_GEOSL	K14128
tr|Q74FX9|Q74FX9_GEOSL
tr|Q74D13|Q74D13_GEOSL
tr|Q74H05|Q74H05_GEOSL	K00125
tr|Q749G6|Q749G6_GEOSL	K06895
tr|Q749H2|Q749H2_GEOSL	K07491
tr|Q74DX5|Q74DX5_GEOSL	K06917
tr|Q749U8|Q749U8_GEOSL
tr|Q749L9|Q749L9_GEOSL	K07147
tr|Q746X0|Q746X0_GEOSL	K15725
tr|Q74F85|Q74F85_GEOSL
tr|Q74EX5|Q74EX5_GEOSL
tr|Q74AP4|Q74AP4_GEOSL	K00027
tr|Q74FT2|Q74FT2_GEOSL
tr|Q74EI0|Q74EI0_GEOSL	K06905
tr|Q74C02|Q74C02_GEOSL
tr|Q74G35|Q74G35_GEOSL	K02413
tr|Q74DX2|Q74DX2_GEOSL	K01624
tr|I7F9E0|I7F9E0_GEOSL
tr|I7EEW0|I7EEW0_GEOSL
tr|Q74EE9|Q74EE9_GEOSL	K02557
tr|Q74D62|Q74D62_GEOSL
tr|Q74AV5|Q74AV5_GEOSL
tr|Q74D71|Q74D71_GEOSL	K07053
tr|Q74FA7|Q74FA7_GEOSL
tr|Q747J9|Q747J9_GEOSL
tr|Q747T2|Q747T2_GEOSL
tr|Q747H0|Q747H0_GEOSL	K00104
tr|Q74FH6|Q74FH6_GEOSL
tr|Q74CM4|Q74CM4_GEOSL	K00412
tr|Q74E62|Q74E62_GEOSL	K07657
tr|Q74CG6|Q74CG6_GEOSL	K01580
tr|Q74DW0|Q74DW0_GEOSL	K03809
tr|Q74BJ8|Q74BJ8_GEOSL	K02654
tr|Q74DZ3|Q74DZ3_GEOSL	K03980
tr|Q74ET0|Q74ET0_GEOSL	K03415
tr|Q74EN5|Q74EN5_GEOSL
tr|Q74GT1|Q74GT1_GEOSL
tr|Q74EH3|Q74EH3_GEOSL
tr|Q74B12|Q74B12_GEOSL
tr|Q74DT8|Q74DT8_GEOSL	K02065
tr|Q748U9|Q748U9_GEOSL
tr|Q749A7|Q749A7_GEOSL	K03076
tr|Q74FA2|Q74FA2_GEOSL	K11741
tr|Q74BH9|Q74BH9_GEOSL
tr|Q749F4|Q749F4_GEOSL
tr|Q74AY0|Q74AY0_GEOSL
tr|Q74E45|Q74E45_GEOSL
tr|Q74DG5|Q74DG5_GEOSL	K00385
tr|I7EPD8|I7EPD8_GEOSL	K03046
tr|Q74CH4|Q74CH4_GEOSL
tr|Q747G1|Q747G1_GEOSL
tr|Q74CW3|Q74CW3_GEOSL
tr|Q749C3|Q749C3_GEOSL	K02586
tr|Q74AM6|Q74AM6_GEOSL	K03098
tr|Q749Q4|Q749Q4_GEOSL
tr|Q747A7|Q747A7_GEOSL
tr|Q74C00|Q74C00_GEOSL	K00459
tr|Q747P4|Q747P4_GEOSL
tr|Q74GR5|Q74GR5_GEOSL	K07043
tr|Q74GC6|Q74GC6_GEOSL	K02462
tr|Q74DA9|Q74DA9_GEOSL	K03593
tr|I7FI86|I7FI86_GEOSL
tr|Q74B08|Q74B08_GEOSL	K18997
tr|Q74GW3|Q74GW3_GEOSL	K09729
tr|Q74DJ8|Q74DJ8_GEOSL
tr|Q74C69|Q74C69_GEOSL
tr|Q74AB3|Q74AB3_GEOSL
tr|Q74BT2|Q74BT2_GEOSL
tr|Q74EE3|Q74EE3_GEOSL	K06901
tr|Q74BZ5|Q74BZ5_GEOSL	K02784
tr|Q74DR0|Q74DR0_GEOSL	K07152
tr|Q74H39|Q74H39_GEOSL	K19132
tr|Q748F6|Q748F6_GEOSL	K02395
tr|Q74DY5|Q74DY5_GEOSL	K03798
tr|Q746W4|Q746W4_GEOSL	K02028
tr|Q74DP3|Q74DP3_GEOSL	K01956
tr|Q74G43|Q74G43_GEOSL
tr|Q747I0|Q747I0_GEOSL	K13542
tr|Q747Z6|Q747Z6_GEOSL	K07642
tr|Q74DT2|Q74DT2_GEOSL	K07095
tr|Q74G86|Q74G86_GEOSL	K03769
tr|Q74E21|Q74E21_GEOSL	K00575
tr|Q74CJ5|Q74CJ5_GEOSL	K01537
tr|Q74EX9|Q74EX9_GEOSL	K15726
tr|Q74AK3|Q74AK3_GEOSL	K01535
tr|Q74CC0|Q74CC0_GEOSL	K01843
tr|Q74EW2|Q74EW2_GEOSL
tr|Q74DS8|Q74DS8_GEOSL
tr|Q74EC8|Q74EC8_GEOSL	K03406
tr|Q74B80|Q74B80_GEOSL	K09883
tr|Q74FS2|Q74FS2_GEOSL	K13643
tr|Q74C10|Q74C10_GEOSL	K07175
tr|Q749I6|Q749I6_GEOSL
tr|Q74F61|Q74F61_GEOSL
tr|Q74AM4|Q74AM4_GEOSL	K00574
tr|Q74CD2|Q74CD2_GEOSL	K03324
tr|Q74G92|Q74G92_GEOSL
tr|Q74G79|Q74G79_GEOSL
tr|Q74DN8|Q74DN8_GEOSL
tr|Q74AC7|Q74AC7_GEOSL
tr|Q746V0|Q746V0_GEOSL
tr|Q746S2|Q746S2_GEOSL	K03672
tr|Q74BT5|Q74BT5_GEOSL
tr|Q74AT6|Q74AT6_GEOSL	K00677
tr|Q74BH5|Q74BH5_GEOSL	K00688
tr|Q74GF1|Q74GF1_GEOSL	K00575
tr|Q74DK4|Q74DK4_GEOSL
tr|Q749L6|Q749L6_GEOSL
tr|Q74EX4|Q74EX4_GEOSL
tr|Q74AN3|Q74AN3_GEOSL
tr|Q747N9|Q747N9_GEOSL
tr|Q74CZ4|Q74CZ4_GEOSL	K03086
tr|Q74CS1|Q74CS1_GEOSL	K00648
tr|Q74B67|Q74B67_GEOSL	K07733
tr|Q74H78|Q74H78_GEOSL	K05516
tr|Q748T3|Q748T3_GEOSL	K00615
tr|Q74H49|Q74H49_GEOSL
tr|Q749U9|Q749U9_GEOSL
tr|Q74BV0|Q74BV0_GEOSL
tr|Q74DP7|Q74DP7_GEOSL
tr|Q74AF0|Q74AF0_GEOSL
tr|Q74F77|Q74F77_GEOSL	K06140
tr|Q749V6|Q749V6_GEOSL
tr|Q74FR0|Q74FR0_GEOSL	K23498
tr|Q74DV6|Q74DV6_GEOSL
tr|Q74C22|Q74C22_GEOSL
tr|Q748Y0|Q748Y0_GEOSL	K03073
tr|Q74BM4|Q74BM4_GEOSL	K11782
tr|Q74BC3|Q74BC3_GEOSL	K14059
tr|I7FIE4|I7FIE4_GEOSL	K05946
tr|Q74CX2|Q74CX2_GEOSL
tr|Q74E10|Q74E10_GEOSL
tr|Q74CE8|Q74CE8_GEOSL
tr|Q74GB1|Q74GB1_GEOSL
tr|Q747E8|Q747E8_GEOSL	K03767
tr|Q747N3|Q747N3_GEOSL
tr|Q74GF6|Q74GF6_GEOSL	K00648
tr|Q748G5|Q748G5_GEOSL	K02407
tr|Q74DF5|Q74DF5_GEOSL
tr|Q749E7|Q749E7_GEOSL	K03522
tr|Q74DR2|Q74DR2_GEOSL
tr|Q74EZ4|Q74EZ4_GEOSL	K02067
tr|Q74BY1|Q74BY1_GEOSL	K01243
tr|Q746U1|Q746U1_GEOSL
tr|Q748U1|Q748U1_GEOSL
tr|Q74BI0|Q74BI0_GEOSL	K00619
tr|Q74B39|Q74B39_GEOSL
tr|Q74F31|Q74F31_GEOSL	K00124
tr|Q74C35|Q74C35_GEOSL
tr|Q74DQ2|Q74DQ2_GEOSL	K07574
tr|Q74CU6|Q74CU6_GEOSL
tr|Q749R5|Q749R5_GEOSL
tr|Q74D40|Q74D40_GEOSL	K08988
tr|Q747L0|Q747L0_GEOSL
tr|Q74AF3|Q74AF3_GEOSL	K03406
tr|G5EBD5|G5EBD5_GEOSL	K02355
tr|Q74B32|Q74B32_GEOSL	K18430
tr|Q74E78|Q74E78_GEOSL
tr|Q74DN6|Q74DN6_GEOSL	K02008
tr|Q74BC6|Q74BC6_GEOSL
tr|Q74BL7|Q74BL7_GEOSL
tr|Q749I3|Q749I3_GEOSL	K11748
tr|Q747Z5|Q747Z5_GEOSL	K06006
tr|Q74FL3|Q74FL3_GEOSL
tr|Q74BF8|Q74BF8_GEOSL	K00973
tr|Q747T0|Q747T0_GEOSL
tr|Q74AQ4|Q74AQ4_GEOSL
tr|I7FIC4|I7FIC4_GEOSL	K03704
tr|Q74ES7|Q74ES7_GEOSL	K01989
tr|Q74BM2|Q74BM2_GEOSL	K01961
tr|Q74B46|Q74B46_GEOSL
tr|Q74CG5|Q74CG5_GEOSL	K20810
tr|Q74GR2|Q74GR2_GEOSL	K16291
tr|Q74DN1|Q74DN1_GEOSL
tr|Q74CI9|Q74CI9_GEOSL	K14415
tr|Q74DW8|Q74DW8_GEOSL	K03216
tr|Q749F5|Q749F5_GEOSL
tr|Q74BW0|Q74BW0_GEOSL	K07091
tr|Q74CJ6|Q74CJ6_GEOSL	K01897
tr|Q74AE5|Q74AE5_GEOSL	K07403
tr|Q74BV9|Q74BV9_GEOSL	K11720
tr|Q74CU4|Q74CU4_GEOSL	K19221
tr|Q747J5|Q747J5_GEOSL
tr|Q74GU3|Q74GU3_GEOSL	K00821
tr|Q74D66|Q74D66_GEOSL
tr|Q749F1|Q749F1_GEOSL
tr|I7F9J5|I7F9J5_GEOSL
tr|Q74AV8|Q74AV8_GEOSL	K02841
tr|Q74CC1|Q74CC1_GEOSL	K04568
tr|Q74GD4|Q74GD4_GEOSL
tr|Q747U5|Q747U5_GEOSL
tr|Q74GG8|Q74GG8_GEOSL	K12543
tr|I7FKA1|I7FKA1_GEOSL
tr|Q74AL8|Q74AL8_GEOSL
tr|Q74H27|Q74H27_GEOSL
tr|Q749V7|Q749V7_GEOSL	K07216
tr|I7F9Q4|I7F9Q4_GEOSL	K01929
tr|Q748L7|Q748L7_GEOSL	K09816
tr|Q74FT4|Q74FT4_GEOSL	K03732
tr|Q74FC1|Q74FC1_GEOSL	K06045
tr|I7EP44|I7EP44_GEOSL	K03413
tr|Q74BQ9|Q74BQ9_GEOSL	K02450
tr|Q74D24|Q74D24_GEOSL	K02667
tr|Q74AI4|Q74AI4_GEOSL	K01963
tr|Q74AJ3|Q74AJ3_GEOSL	K05343
tr|Q74EQ8|Q74EQ8_GEOSL
tr|Q74BY9|Q74BY9_GEOSL	K09774
tr|I7F9I7|I7F9I7_GEOSL
tr|Q74BT1|Q74BT1_GEOSL
tr|Q74EK3|Q74EK3_GEOSL
tr|Q74GF7|Q74GF7_GEOSL
tr|Q74CL7|Q74CL7_GEOSL
tr|Q74B30|Q74B30_GEOSL
tr|Q74CD0|Q74CD0_GEOSL
tr|Q74DT9|Q74DT9_GEOSL
tr|Q74C92|Q74C92_GEOSL	K02662
tr|Q74AQ7|Q74AQ7_GEOSL
tr|Q74DU3|Q74DU3_GEOSL	K04768
tr|Q74CN5|Q74CN5_GEOSL
tr|Q74D21|Q74D21_GEOSL	K23424
tr|Q74D85|Q74D85_GEOSL	K02033
tr|Q74GJ8|Q74GJ8_GEOSL
tr|Q74AS6|Q74AS6_GEOSL
tr|Q749U4|Q749U4_GEOSL
tr|Q74BC5|Q74BC5_GEOSL
tr|Q74EA7|Q74EA7_GEOSL
tr|Q74G41|Q74G41_GEOSL	K02388
tr|Q74FA5|Q74FA5_GEOSL
tr|Q74FZ0|Q74FZ0_GEOSL
tr|Q74D10|Q74D10_GEOSL
tr|Q74BS0|Q74BS0_GEOSL
tr|Q74DK2|Q74DK2_GEOSL
tr|Q74G18|Q74G18_GEOSL	K00566
tr|Q74BX6|Q74BX6_GEOSL	K01704
tr|Q747W4|Q747W4_GEOSL
tr|I7EP26|I7EP26_GEOSL
tr|Q74D52|Q74D52_GEOSL	K00176
tr|Q74FX5|Q74FX5_GEOSL	K07025
tr|Q74GV9|Q74GV9_GEOSL	K01698
tr|Q74A93|Q74A93_GEOSL
tr|Q74AS5|Q74AS5_GEOSL
tr|Q74GH2|Q74GH2_GEOSL
tr|Q74DI6|Q74DI6_GEOSL	K15725
tr|Q74G36|Q74G36_GEOSL	K02412
tr|Q74F87|Q74F87_GEOSL
tr|Q748J5|Q748J5_GEOSL
tr|Q749H0|Q749H0_GEOSL
tr|Q747R6|Q747R6_GEOSL	K03407
tr|Q74BZ1|Q74BZ1_GEOSL	K03092
tr|Q74B11|Q74B11_GEOSL	K07305
tr|Q748Q2|Q748Q2_GEOSL
tr|Q74GV5|Q74GV5_GEOSL
tr|Q74E67|Q74E67_GEOSL	K02038
tr|Q747K1|Q747K1_GEOSL	K06902
tr|Q74AS0|Q74AS0_GEOSL
tr|Q74E49|Q74E49_GEOSL	K15539
tr|Q74E28|Q74E28_GEOSL	K01934
tr|Q74FI4|Q74FI4_GEOSL
tr|Q74AD1|Q74AD1_GEOSL	K01681
tr|I7FKE5|I7FKE5_GEOSL
tr|Q74BA5|Q74BA5_GEOSL	K15727
tr|Q74DM1|Q74DM1_GEOSL	K02030
tr|Q74H73|Q74H73_GEOSL
tr|Q747G9|Q747G9_GEOSL	K11473
tr|Q747V9|Q747V9_GEOSL	K03406
tr|Q74BP6|Q74BP6_GEOSL
tr|Q74DK7|Q74DK7_GEOSL
tr|Q74CD3|Q74CD3_GEOSL	K01524
tr|Q74CH1|Q74CH1_GEOSL	K25026
tr|Q749D9|Q749D9_GEOSL
tr|Q747E1|Q747E1_GEOSL
tr|Q74E98|Q74E98_GEOSL
tr|I7FIH6|I7FIH6_GEOSL
tr|Q747Z2|Q747Z2_GEOSL
tr|Q749X1|Q749X1_GEOSL	K06381
tr|Q74AT4|Q74AT4_GEOSL	K06142
tr|Q748Q8|Q748Q8_GEOSL
tr|Q74B27|Q74B27_GEOSL	K05364
tr|Q74AG1|Q74AG1_GEOSL	K10804
tr|Q74A63|Q74A63_GEOSL	K00392
tr|Q74BQ8|Q74BQ8_GEOSL	K00903
tr|Q749W9|Q749W9_GEOSL	K02031
tr|Q74BZ0|Q74BZ0_GEOSL	K06861
tr|Q749T7|Q749T7_GEOSL	K00162
tr|Q74CN0|Q74CN0_GEOSL	K02488
tr|Q747B4|Q747B4_GEOSL	K06180
tr|Q74B23|Q74B23_GEOSL	K13993
tr|Q74CZ0|Q74CZ0_GEOSL
tr|Q74ED8|Q74ED8_GEOSL
tr|Q74G37|Q74G37_GEOSL	K02411
tr|Q74G64|Q74G64_GEOSL
tr|Q74CM6|Q74CM6_GEOSL
tr|Q74CJ1|Q74CJ1_GEOSL
tr|Q3V8D1|Q3V8D1_GEOSL	K02420
tr|Q747U7|Q747U7_GEOSL	K00647
tr|Q74EF0|Q74EF0_GEOSL	K09133
tr|Q74AL2|Q74AL2_GEOSL	K05568
tr|Q748H7|Q748H7_GEOSL
tr|Q74GZ1|Q74GZ1_GEOSL	K03833
tr|Q74E30|Q74E30_GEOSL	K09888
tr|Q74GX4|Q74GX4_GEOSL	K03605
tr|Q74FT6|Q74FT6_GEOSL
tr|I7EEW5|I7EEW5_GEOSL
tr|Q74C89|Q74C89_GEOSL
tr|Q747J3|Q747J3_GEOSL
tr|Q74AX9|Q74AX9_GEOSL	K03408
tr|Q74E33|Q74E33_GEOSL
